,symbol,name,price,exchange
1326,NUGT,Direxion Daily Gold Miners Index Bull 3X Shares,64.31,New York Stock Exchange Arca
1327,ADNT,Adient PLC,50.15,New York Stock Exchange
1328,TRUP,Trupanion Inc,83.88,Nasdaq Global Market
1329,HAE,Haemonetics Corp,68.25,New York Stock Exchange
1330,PCY,PowerShares Emerging Markets Sovereign Debt Portfolio,27.27,New York Stock Exchange Arca
1331,EVEP,EV Energy Partners L.P.,0.12,Nasdaq Capital Market
1332,HOPE,Hope Bancorp Inc,15.14,Nasdaq Global Select
1333,MRTN,Marten Transport Ltd,16.68,Nasdaq Global Select
1334,DLX,Deluxe Corp,43.94,New York Stock Exchange
1335,UUUU,Energy Fuels Inc,5.69,NYSE American
1336,GEO,Geo Group Inc,5.72,New York Stock Exchange
1337,LMNX,Luminex Corp,36.68,Nasdaq Global Select
1338,AAP,Advance Auto Parts Inc,197.63,New York Stock Exchange
1339,AON,Aon PLC,238.38,New York Stock Exchange
1340,TGTX,TG Therapeutics Inc,43.61,Nasdaq Capital Market
1341,SKM,SK Telecom Co. Ltd.,31.39,New York Stock Exchange
1342,MAN,ManpowerGroup Inc,122.8,New York Stock Exchange
1343,SDY,SPDR S&P Dividend,122.27,New York Stock Exchange Arca
1344,CRUS,Cirrus Logic Inc,86.09,Nasdaq Global Select
1345,TXRH,Texas Roadhouse Inc,100.78,Nasdaq Global Select
1346,AAXJ,iShares MSCI All Country Asia ex Japan Index Fund,95.28,Nasdaq Global Market
1347,TNET,TriNet Group Inc,78.98,New York Stock Exchange
1348,LZB,La-Z-Boy Inc,45.03,New York Stock Exchange
1349,FTSI,FTS International Inc,25.1,New York Stock Exchange
1350,EEFT,Euronet Worldwide Inc,152.78,Nasdaq Global Select
1351,BXS,BancorpSouth Bank,29.83,New York Stock Exchange
1352,CVGI,Commercial Vehicle Group Inc,10.63,Nasdaq Global Select
1353,TRI,Thomson Reuters Corp,92.23,New York Stock Exchange
1354,JQC,Nuveen Credit Strategies Income Fund,6.65,New York Stock Exchange
1355,GMS,GMS Inc,43.85,New York Stock Exchange
1356,PBI,Pitney Bowes Inc,9.73,New York Stock Exchange
1357,RJF,Raymond James Financial Inc,131.17,New York Stock Exchange
1358,WWD,Woodward Inc,124.28,Nasdaq Global Select
1359,SNY,Sanofi American Depositary Shares (Each repstg one-half of one),52.58,Nasdaq Global Select
1360,IWB,iShares Russell 1000,236.24,New York Stock Exchange Arca
1361,TTC,Toro Co,114.71,New York Stock Exchange
1362,BAM,Brookfield Asset Management Inc,45.7,New York Stock Exchange
1363,SHW,Sherwin-Williams Co,268.96,New York Stock Exchange
1364,AMP,Ameriprise Financial Inc,256.62,New York Stock Exchange
1365,SNR,New Senior Investment Group Inc,6.73,New York Stock Exchange
1366,WSO,Watsco Inc,290.44,New York Stock Exchange
1367,ATO,Atmos Energy Corp,100.3,New York Stock Exchange
1368,QID,ProShares UltraShort QQQ,23.01,New York Stock Exchange Arca
1369,HOLI,Hollysys Automation Technologies Ltd,13.83,Nasdaq Global Select
1370,CBAY,Cymabay Therapeutics Inc,4.67,Nasdaq Capital Market
1371,STAG,STAG Industrial Inc,36.21,New York Stock Exchange
1372,WAB,Westinghouse Air Brake Technologies Corp,85.55,New York Stock Exchange
1373,AVEO,Aveo Pharmaceuticals Inc,7.18,Nasdaq Capital Market
1374,PFGC,Performance Food Group Co,57.42,New York Stock Exchange
1375,MUSA,Murphy Usa Inc,142.47,New York Stock Exchange
1376,RCM,R1 RCM Inc,27.29,Nasdaq Global Market
1377,DK,Delek US Holdings Inc,23.57,New York Stock Exchange
1378,CM,Canadian Imperial Bank of Commerce,103.29,New York Stock Exchange
1379,SWX,Southwest Gas Holdings Inc,69.28,New York Stock Exchange
1380,SSRM,SSR Mining Inc,16.35,Nasdaq Global Select
1381,ACWF,iShares Edge MSCI Multifactor Global,37.9792,New York Stock Exchange Arca
1382,MTW,Manitowoc Company Inc,23.69,New York Stock Exchange
1383,IRS,IRSA Inversiones Y Representaciones S.A.,3.7,New York Stock Exchange
1384,MIC,Macquarie Infrastructure Corp,33.41,New York Stock Exchange
1385,PSQ,ProShares Short QQQ,13.07,New York Stock Exchange Arca
1386,TSEM,Tower Semiconductor Ltd,29.22,Nasdaq Global Select
1387,ILF,iShares Latin America 40,29.39,New York Stock Exchange Arca
1388,DNLI,Denali Therapeutics Inc,63.24,Nasdaq Global Select
1389,CHRW,CH Robinson Worldwide Inc,93.63,Nasdaq Global Select
1390,SPPI,Spectrum Pharmaceuticals Inc,3.06,Nasdaq Global Select
1391,TTD,Trade Desk Inc,746.37,Nasdaq Global Market
1392,ASML,ASML Holding N.V.,665.34,Nasdaq Global Select
1393,IDXX,IDEXX Laboratories Inc,557.81,Nasdaq Global Select
1394,ONCS,OncoSec Medical Inc,4.97,Nasdaq Capital Market
1395,SRPT,Sarepta Therapeutics Inc,70.05,Nasdaq Global Select
1396,SGEN,Seattle Genetics Inc,144.52,Nasdaq Global Select
1397,CNK,Cinemark Holdings Inc,21.79,New York Stock Exchange
1398,TCBI,Texas Capital Bancshares Inc,68.08,Nasdaq Global Select
1399,OCN,Ocwen Financial Corp,26.92,New York Stock Exchange
1400,MDB,MongoDB Inc,316.4,Nasdaq Global Market
1401,DXPE,DXP Enterprises Inc,28.78,Nasdaq Global Select
1402,NWBI,Northwest Bancshares Inc,14.16,Nasdaq Global Select
1403,ENS,EnerSys,93.0,New York Stock Exchange
1404,RP,RealPage Inc,88.72,Nasdaq Global Select
1405,TFX,Teleflex Inc,443.85,New York Stock Exchange
1406,EQC,Equity Commonwealth,28.4,New York Stock Exchange
1407,DEI,Douglas Emmett Inc,33.2,New York Stock Exchange
1408,UFS,Domtar Corp,40.33,New York Stock Exchange
1409,MTN,Vail Resorts Inc,324.41,New York Stock Exchange
1410,SPR,Spirit AeroSystems Holdings Inc,45.89,New York Stock Exchange
1411,PSEC,Prospect Capital Corp,8.17,Nasdaq Global Select
1412,LEE,Lee Enterprises Inc,30.0,New York Stock Exchange
1413,QDEL,Quidel Corp,111.0,Nasdaq Global Select
1414,WETF,Wisdom Tree Investments Inc,6.72,Nasdaq Global Select
1415,NRZ,New Residential Investment Corp,10.64,New York Stock Exchange
1416,HBM,Hudbay Minerals Inc,7.61,New York Stock Exchange
1417,INVA,Innoviva Inc,11.59,Nasdaq Global Select
1418,BJRI,BJ's Restaurants Inc,58.42,Nasdaq Global Select
1419,EVRI,Everi Holdings Inc,17.95,New York Stock Exchange
1420,LCI,Lannett Company Inc,4.76,New York Stock Exchange
1421,FLIR,FLIR Systems Inc,60.37,Nasdaq Global Select
1422,PII,Polaris Inc,137.75,New York Stock Exchange
1423,JCOM,j2 Global Inc,122.0,Nasdaq Global Select
1424,CTT,CatchMark Timber Trust Inc,11.58,New York Stock Exchange
1425,SCO,ProShares UltraShort Bloomberg Crude Oil,6.06,New York Stock Exchange Arca
1426,AHH,Armada Hoffler Properties Inc,13.66,New York Stock Exchange
1427,ENRJ,EnerJex Resources Inc. (NEW),0.21,NYSE American
1428,ZS,Zscaler Inc,195.42,Nasdaq Global Select
1429,MIDD,Middleby Corp,183.3,Nasdaq Global Select
1430,SF,Stifel Financial Corp,69.92,New York Stock Exchange
1431,RCII,Rent-A-Center Inc,59.0,Nasdaq Global Select
1432,DCP,DCP Midstream LP,24.54,New York Stock Exchange
1433,VEDL,Vedanta Limited American Depositary Shares (Each representing four equity shares),13.21,New York Stock Exchange
1434,WBS,Webster Financial Corp,54.2,New York Stock Exchange
1435,CRON,Cronos Group Inc,8.42,Nasdaq Global Market
1436,WST,West Pharmaceutical Services Inc,322.22,New York Stock Exchange
1437,SCI,Service Corporation International,53.47,New York Stock Exchange
1438,BERY,Berry Global Group Inc,62.0,New York Stock Exchange
1439,ENIA,Enel Americas S.A. American Depositary Shares,7.34,New York Stock Exchange
1440,TEUM,Pareteum Corp,0.395,Nasdaq Global Market
1441,SPNT,Third Point Reinsurance Ltd,10.48,New York Stock Exchange
1442,CCK,Crown Holdings Inc,108.08,New York Stock Exchange
1443,MAG,MAG Silver Corp,18.21,NYSE American
1444,WNC,Wabash National Corp,18.26,New York Stock Exchange
1445,CSGP,CoStar Group Inc,862.16,Nasdaq Global Select
1446,PETX,Aratana Therapeutics Inc.,4.83,Nasdaq Global Market
1447,ETR,Entergy Corp,106.58,New York Stock Exchange
1448,VLUE,iShares Edge MSCI USA Value Factor,104.53,BATS Exchange
1449,TTMI,TTM Technologies Inc,15.21,Nasdaq Global Select
1450,FLS,Flowserve Corp,40.44,New York Stock Exchange
1451,ARWR,Arrowhead Pharmaceuticals Inc,75.96,Nasdaq Global Select
1452,IAC,IAC/Interactivecorp,258.37,Nasdaq Global Select
1453,VIRT,Virtu Financial Inc,30.36,Nasdaq Global Select
1454,UCTT,Ultra Clean Holdings Inc,54.69,Nasdaq Global Select
1455,WBT,Welbilt Inc,22.47,New York Stock Exchange
1456,VUG,Vanguard Growth,276.25,New York Stock Exchange Arca
1457,ANGI,ANGI Homeservices Inc,16.42,Nasdaq Global Select
1458,BCOR,Blucora Inc,14.75,Nasdaq Global Select
1459,CRH,CRH PLC American Depositary Shares,47.95,New York Stock Exchange
1460,GHL,Greenhill & Co Inc,19.72,New York Stock Exchange
1461,IPI,Intrepid Potash Inc,33.62,New York Stock Exchange
1462,HIW,Highwoods Properties Inc,44.64,New York Stock Exchange
1463,BLDR,Builders FirstSource Inc,49.05,Nasdaq Global Select
1464,CPS,Cooper-Standard Holdings Inc,32.72,New York Stock Exchange
1465,CHEF,Chefs' Warehouse Inc,32.69,Nasdaq Global Select
1466,APH,Amphenol Corp,67.52,New York Stock Exchange
1467,REXR,Rexford Industrial Realty Inc,55.06,New York Stock Exchange
1468,KURA,Kura Oncology Inc,27.75,Nasdaq Global Select
1469,GTHX,G1 Therapeutics Inc,22.63,Nasdaq Global Select
1470,TK,Teekay Corp,3.41,New York Stock Exchange
1471,MRNS,Marinus Pharmaceuticals Inc,14.94,Nasdaq Global Market
1472,GPRE,Green Plains Inc,27.49,Nasdaq Global Select
1473,RS,Reliance Steel & Aluminum Co,162.12,New York Stock Exchange
1474,HIBB,Hibbett Sports Inc,77.29,Nasdaq Global Select
1475,ALGN,Align Technology Inc,613.36,Nasdaq Global Select
1476,HEI,HEICO Corp,140.44,New York Stock Exchange
1477,CFR,Cullen/Frost Bankers Inc,117.9,New York Stock Exchange
1478,YPF,YPF Sociedad Anonima,4.0,New York Stock Exchange
1479,LGIH,LGI Homes Inc,165.26,Nasdaq Global Select
1480,CMG,Chipotle Mexican Grill Inc,1476.16,New York Stock Exchange
1481,REG,Regency Centers Corp,62.67,Nasdaq Global Select
1482,AVXL,Anavex Life Sciences Corp,12.52,Nasdaq Capital Market
1483,AXDX,Accelerate Diagnostics Inc,7.82,Nasdaq Capital Market
1484,RPM,RPM International Inc,94.53,New York Stock Exchange
1485,BNS,Bank of Nova Scotia,63.58,New York Stock Exchange
1486,CTLP,USA Technologies Inc,10.485,Nasdaq Global Market
1487,BWXT,BWX Technologies Inc,67.25,New York Stock Exchange
1488,WOW,WideOpenWest Inc,13.77,New York Stock Exchange
1489,PRMW,Primo Water Corporation,16.78,New York Stock Exchange
1490,WOR,Worthington Industries Inc,66.58,New York Stock Exchange
1491,NUVA,NuVasive Inc,71.7,Nasdaq Global Select
1492,TIP,iShares TIPS Bond,127.13,New York Stock Exchange Arca
1493,ADVM,Adverum Biotechnologies Inc,10.16,Nasdaq Global Market
1494,SWIR,Sierra Wireless Inc,15.08,Nasdaq Global Select
1495,MBB,iShares MBS ETF,108.73,Nasdaq Global Market
1496,HUBS,HubSpot Inc,557.81,New York Stock Exchange
1497,FRPT,Freshpet Inc,183.23,Nasdaq Global Market
1498,ARAY,Accuray Inc,4.9,Nasdaq Global Select
1499,QUOT,Quotient Technology Inc,16.79,New York Stock Exchange
1500,COLD,Americold Realty Trust,38.85,New York Stock Exchange
1501,NS,NuStar Energy LP,18.88,New York Stock Exchange
1502,YANG,Direxion Daily FTSE China Bear 3x Shares,13.1,New York Stock Exchange Arca
1503,FAS,Direxion Financial Bull 3X Shares,105.97,New York Stock Exchange Arca
1504,FMX,Fomento Economico Mexicano S.A.B. de C.V.,79.91,New York Stock Exchange
1505,HTLD,Heartland Express Inc,18.37,Nasdaq Global Select
1506,VRNS,Varonis Systems Inc,55.42,Nasdaq Global Select
1507,IVE,iShares S&P 500 Value,145.94,New York Stock Exchange Arca
1508,AYTU,Aytu BioScience Inc,6.82,Nasdaq Capital Market
1509,PKG,Packaging Corp of America,145.37,New York Stock Exchange
1510,CINF,Cincinnati Financial Corp,106.76,Nasdaq Global Select
1511,ANY,Sphere 3D Corp,2.2,Nasdaq Capital Market
1512,NAV,Navistar International Corp,44.27,New York Stock Exchange
1513,DENN,Denny's Corp,18.48,Nasdaq Capital Market
1514,CLX,Clorox Co,185.07,New York Stock Exchange
1515,VGR,Vector Group Ltd,13.43,New York Stock Exchange
1516,HII,Huntington Ingalls Industries Inc,210.24,New York Stock Exchange
1517,GLRE,Greenlight Capital Re Ltd,8.95,Nasdaq Global Select
1518,PRGO,Perrigo Company PLC,41.51,New York Stock Exchange
1519,OIL,Barclays Bank Plc iPath Exchange Traded Notes Linked to Goldman Sachs Crude Oil Total Return,18.84,New York Stock Exchange Arca
1520,RRR,Red Rock Resorts Inc,38.81,Nasdaq Global Select
1521,PRAH,PRA Health Sciences Inc,166.09,Nasdaq Global Select
1522,MSA,MSA Safety Inc,159.84,New York Stock Exchange
1523,SQNS,Sequans Communications SA,5.79,New York Stock Exchange
1524,ZG,Zillow Group Inc,139.05,Nasdaq Global Select
1525,ACM,AECOM,66.89,New York Stock Exchange
1526,HLI,Houlihan Lokey Inc,68.66,New York Stock Exchange
1527,CMP,Compass Minerals International Inc,69.37,New York Stock Exchange
1528,GGAL,Grupo Financiero Galicia S.A.,7.79,Nasdaq Capital Market
1529,FTNT,Fortinet Inc,198.01,Nasdaq Global Select
1530,CLDX,Celldex Therapeutics Inc,30.98,Nasdaq Global Select
1531,MCF,Contango Oil & Gas Co (Texas),3.89,NYSE American
1532,VXUS,Vanguard Total International Stock ETF,65.37,Nasdaq Global Market
1533,SPB,Spectrum Brands Holdings Inc,89.36,New York Stock Exchange
1534,IFF,International Flavors & Fragrances Inc,143.78,New York Stock Exchange
1535,MDCA,MDC Partners Inc,4.46,Nasdaq Global Select
1536,VCEL,Vericel Corp,63.22,Nasdaq Capital Market
1537,SRCL,Stericycle Inc,69.95,Nasdaq Global Select
1538,RING,iShares MSCI Global Gold Miners ETF,29.58,Nasdaq Global Market
1539,RBBN,Ribbon Communications Inc,8.14,Nasdaq Global Select
1540,DBO,PowerShares DB Oil Fund,11.32,New York Stock Exchange Arca
1541,RYI,Ryerson Holding Corp,15.39,New York Stock Exchange
1542,MAC,Macerich Co,14.1,New York Stock Exchange
1543,SENS,Senseonics Holdings Inc,2.28,NYSE American
1544,IQV,IQVIA Holdings Inc,236.02,New York Stock Exchange
1545,WNS,WNS (Holdings) Ltd,72.18,New York Stock Exchange
1546,WTFC,Wintrust Financial Corp,77.93,Nasdaq Global Select
1547,SGRY,Surgery Partners Inc,50.59,Nasdaq Global Select
1548,VIV,Telefonica Brasil S.A. ADS,8.07,New York Stock Exchange
1549,XPER,Xperi Holding Corp,21.95,Nasdaq Global Select
1550,FCF,First Commonwealth Financial Corp,14.38,New York Stock Exchange
1551,ERX,Direxion Energy Bull 3X Shares,24.5,New York Stock Exchange Arca
1552,VG,Vonage Holdings Corp,13.8,Nasdaq Global Select
1553,VYM,Vanguard High Dividend Yield,103.22,New York Stock Exchange Arca
1554,SNP,China Petroleum & Chemical Corporation,51.24,New York Stock Exchange
1555,AGEN,Agenus Inc,3.15,Nasdaq Capital Market
1556,RPAI,Retail Properties of America Inc,11.82,New York Stock Exchange
1557,IVR,Invesco Mortgage Capital Inc,3.91,New York Stock Exchange
1558,RPD,Rapid7 Inc,85.64,Nasdaq Global Market
1559,GLNG,Golar LNG Ltd,11.65,Nasdaq Global Select
1560,PETS,Petmed Express Inc,30.74,Nasdaq Global Select
1561,TTI,Tetra Technologies Inc,2.84,New York Stock Exchange
1562,THS,TreeHouse Foods Inc,47.74,New York Stock Exchange
1563,AMBA,Ambarella Inc,103.6,Nasdaq Global Select
1564,RRD,RR Donnelley & Sons Co,4.59,New York Stock Exchange
1565,AMKR,Amkor Technology Inc,21.17,Nasdaq Global Select
1566,TBI,TrueBlue Inc,28.67,New York Stock Exchange
1567,COUP,Coupa Software Inc,274.16,Nasdaq Global Select
1568,MNKD,MannKind Corp,4.8,Nasdaq Global Market
1569,ICPT,Intercept Pharmaceuticals Inc,21.35,Nasdaq Global Select
1570,MITK,Mitek Systems Inc,16.69,Nasdaq Capital Market
1571,BHE,Benchmark Electronics Inc,30.18,New York Stock Exchange
1572,PZZA,Papa John's International Inc,96.0,Nasdaq Global Select
1573,BGI,Birks Group Inc,2.19,NYSE American
1574,BCE,BCE Inc,46.86,New York Stock Exchange
1575,GOVT,iShares U.S. Treasury Bond,26.36,BATS Exchange
1576,POOL,Pool Corp,415.29,Nasdaq Global Select
1577,MGRC,McGrath RentCorp,83.23,Nasdaq Global Select
1578,FANH,Fanhua Inc,13.0,Nasdaq Global Select
1579,INFN,Infinera Corp,9.64,Nasdaq Global Select
1580,MMSI,Merit Medical Systems Inc,63.74,Nasdaq Global Select
1581,SDOW,UltraPro Short Dow30,8.94,New York Stock Exchange Arca
1582,PTN,Palatin Technologies Inc,0.662,NYSE American
1583,ENIC,Enel Chile S.A. American Depositary Shares (Each representing 50 shares of),3.7,New York Stock Exchange
1584,SPXC,SPX Corp,61.62,New York Stock Exchange
1585,HEWG,iShares Currency Hedged MSCI Germany ETF,32.73,Nasdaq Global Market
1586,ARCH,Arch Resources Inc,48.34,New York Stock Exchange
1587,AM,Antero Midstream Corp,9.08,New York Stock Exchange
1588,TGI,Triumph Group Inc,17.35,New York Stock Exchange
1589,AWK,American Water Works Company Inc,154.34,New York Stock Exchange
1590,REDU,Rise Education Cayman Ltd,3.45,Nasdaq Global Market
1591,R,Ryder System Inc,77.36,New York Stock Exchange
1592,SREV,ServiceSource International Inc,1.44,Nasdaq Global Select
1593,EXG,Eaton Vance Tax-Managed Global Diversified Equity Income Fund,9.6,New York Stock Exchange
1594,BKH,Black Hills Corp,68.16,New York Stock Exchange
1595,AVD,American Vanguard Corp,20.01,New York Stock Exchange
1596,CMCM,Cheetah Mobile Inc,2.28,New York Stock Exchange
1597,UPLD,Upland Software Inc,50.91,Nasdaq Global Market
1598,HYS,PIMCO 0-5 Year High Yield Corporat Bond Index Exchange-Traded Fund,99.43,New York Stock Exchange Arca
1599,GPN,Global Payments Inc,217.87,New York Stock Exchange
1600,COLM,Columbia Sportswear Co,112.7,Nasdaq Global Select
1601,GLUU,Glu Mobile Inc,12.5,Nasdaq Global Select
1602,HE,Hawaiian Electric Industries Inc,42.56,New York Stock Exchange
1603,SJI,South Jersey Industries Inc,24.87,New York Stock Exchange
1604,CCOI,Cogent Communications Holdings Inc,68.56,Nasdaq Global Select
1605,SEDG,Solaredge Technologies Inc,282.5,Nasdaq Global Select
1606,LLNW,Limelight Networks Inc,3.63,Nasdaq Global Select
1607,PBYI,Puma Biotechnology Inc,10.2,Nasdaq Global Select
1608,IRWD,Ironwood Pharmaceuticals Inc,11.34,Nasdaq Global Select
1609,CSGS,CSG Systems International Inc,45.77,Nasdaq Global Select
1610,VAR,Varian Medical Systems Inc,177.07,New York Stock Exchange
1611,CNSL,Consolidated Communications Holdings Inc,6.65,Nasdaq Global Select
1612,SUPN,Supernus Pharmaceuticals Inc,31.18,Nasdaq Global Market
1613,DPW,DPW Holdings Inc,2.85,NYSE American
1614,UGI,UGI Corp,43.63,New York Stock Exchange
1615,COLL,Collegium Pharmaceutical Inc,22.44,Nasdaq Global Select
1616,DRNA,Dicerna Pharmaceuticals Inc,30.53,Nasdaq Global Select
1617,BKCC,BlackRock Capital Investment Corp,3.86,Nasdaq Global Select
1618,CBD,Companhia Brasileira de Distribuicao ADS,6.98,New York Stock Exchange
1619,SMG,Scotts Miracle-Gro Co,237.69,New York Stock Exchange
1620,PACB,Pacific Biosciences of California Inc,33.63,Nasdaq Global Select
1621,AVDL,Avadel Pharmaceuticals PLC,7.97,Nasdaq Global Market
1622,APHB,AmpliPhi Biosciences Corporation,0.31,NYSE American
1623,PGX,PowerShares Preferred Portfolio,15.11,New York Stock Exchange Arca
1624,JNCE,Jounce Therapeutics Inc,9.62,Nasdaq Global Select
1625,SLVO,Credit Suisse Silver Shares Covered Call Exchange Traded Notes,6.32,Nasdaq Global Market
1626,WAT,Waters Corp,300.44,New York Stock Exchange
1627,MUB,iShares National Muni Bond,116.98,New York Stock Exchange Arca
1628,FLOW,SPX FLOW Inc,69.04,New York Stock Exchange
1629,MKSI,MKS Instruments Inc,188.18,Nasdaq Global Select
1630,CWT,California Water Service Group,59.32,New York Stock Exchange
1631,NEAR,iShares Short Maturity Bond,50.17,BATS Exchange
1632,MTB,M&T Bank Corp,156.41,New York Stock Exchange
1633,CRL,Charles River Laboratories International Inc,334.8,New York Stock Exchange
1634,CDK,CDK Global Inc,54.78,Nasdaq Global Select
1635,FDS,Factset Research Systems Inc,336.4,New York Stock Exchange
1636,JLL,Jones Lang LaSalle Inc,178.66,New York Stock Exchange
1637,HSC,Harsco Corp,18.64,New York Stock Exchange
1638,LNTH,Lantheus Holdings Inc,23.55,Nasdaq Global Market
1639,SAIL,SailPoint Technologies Holdings Inc,50.53,New York Stock Exchange
1640,OEF,iShares S&P 100,189.71,New York Stock Exchange Arca
1641,PNM,PNM Resources Inc,49.92,New York Stock Exchange
1642,AT,Atlantic Power Corp,3.01,New York Stock Exchange
1643,PACW,PacWest Bancorp,43.7,Nasdaq Global Select
1644,MXL,Maxlinear Inc,38.44,New York Stock Exchange
1645,OLLI,Ollie's Bargain Outlet Holdings Inc,92.76,Nasdaq Global Market
1646,LOCO,El Pollo Loco Holdings Inc,16.82,Nasdaq Global Select
